sa2_code,sa2_name,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,median_age2015-2016,median_age2016-2017,median_age2017-2018,median_age2018-2019,median_age2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020
209021207,Reservoir - East,13550,14112,14937,15566,15498,37,37,36,36,36,664167219,708110835,769211532,837120075,872520589,43497,44424,45257,47487,49563,49016,50178,51497,53779,56299
209021208,Reservoir - West,12529,13053,13471,13801,13571,39,39,39,39,39,649225466,694418903,742568481,788634443,808802149,45033,46001,47756,48975,50457,51818,53200,55123,57143,59598
209021428,Preston - East,10976,11780,12110,12549,12659,37,37,37,37,37,589822385,660714075,706823689,769622993,810810672,46665,48132,49779,52263,54282,53737,56088,58367,61329,64050
209021429,Preston - West,7069,7332,7586,7839,7887,40,40,40,40,40,420149983,447173594,483888704,515395421,544857166,50124,50434,52506,54494,56530,59436,60989,63787,65748,69083
209031209,Eltham,14758,14815,15097,15220,14950,47,47,47,47,47,1023645072,1054015571,1110138043,1158311878,1160048025,53864,55062,56728,58655,60025,69362,71145,73534,76105,77595
209031210,Hurstbridge,2153,2219,2210,2195,2219,45,45,46,46,46,126285582,133103000,142094000,142026155,144333400,50232,49592,53364,55808,55236,58656,59983,64296,64704,65044
209031211,Kinglake,2179,2261,2273,2329,2356,45,45,45,45,45,113315859,122131304,125730844,134063877,141287786,44441,45239,46711,48674,50564,52004,54016,55315,57563,59969
209031212,Panton Hill - St Andrews,3187,3291,3334,3317,3273,49,49,49,49,50,202604070,212081215,227266251,225009152,228383148,45846,48770,48745,50492,50419,63572,64443,68166,67835,69778
209031213,Plenty - Yarrambat,6076,6210,6316,6326,6249,45,46,45,46,46,431876147,466127888,483790933,489333985,489767929,53578,54993,57025,58178,59405,71079,75061,76598,77353,78375
209031214,Research - North Warrandyte,4256,4332,4456,4402,4434,47,47,47,48,48,331606600,345296476,357249005,363843373,363496276,53130,54167,55958,58242,58942,77915,79708,80173,82654,81979
209031215,Wattle Glen - Diamond Creek,8663,8903,9051,9167,9224,44,44,45,45,44,554564331,585785721,613483231,650862767,668905609,52615,53989,55982,58722,59703,64015,65796,67781,71001,72518
209041216,Bundoora - North,3949,4182,4373,4471,4472,40,40,40,40,40,217014173,236533582,253480138,264323637,269293720,45424,46226,47008,48434,49125,54954,56560,57965,59120,60218
209041217,Bundoora - West,3248,3388,3454,3521,3542,41,41,40,40,39,156173036,162964058,172448618,181373375,187461141,41924,41720,43578,45073,45748,48083,48100,49927,51512,52925
209041219,Lalor,10104,10618,11055,11440,11386,38,38,37,37,37,455779435,493152930,528599722,561186680,581282518,40712,41250,42243,43883,45028,45109,46445,47815,49055,51052
209041220,Mill Park - North,10320,10634,10733,10984,10867,43,42,42,42,42,549250114,581880983,598222344,630422132,637600710,46981,47643,49127,50871,51705,53222,54719,55737,57395,58673
209041221,Mill Park - South,6752,6851,6909,6918,6674,41,41,41,41,41,344974486,356792074,369439064,379388816,373899374,46317,47167,47934,48854,50090,51092,52079,53472,54841,56023
209041223,Thomastown,9241,9715,10049,10402,10286,38,38,38,37,37,409154727,438450772,470369836,505935684,508636100,39813,40228,41612,43212,44316,44276,45131,46808,48638,49449
209041224,Wallan,8838,9623,10316,11176,11920,41,40,40,39,39,495508119,543511842,603662279,674638999,738305803,50595,50913,52622,54135,55547,56066,56480,58517,60365,61938
209041225,Whittlesea,4375,4511,4724,4855,5078,45,45,45,45,44,243484797,263533048,288641992,303874364,321442068,46922,49063,50795,51318,52576,55654,58420,61101,62590,63301
209041430,Doreen,11056,12150,12892,13777,14520,38,38,39,39,39,650765711,724492870,801401219,883536140,959991871,52685,53676,55044,57126,58425,58861,59629,62163,64131,66115
209041431,Epping - East,6839,7110,7227,7269,7091,39,39,39,39,40,336430323,356236491,377760788,397058027,395955457,44370,44885,46641,49607,50749,49193,50104,52271,54623,55839
209041432,Epping - South,4321,4467,4538,4575,4550,39,38,38,38,38,202230521,210307114,220306412,227446036,230728547,42845,43097,43767,45580,45867,46802,47080,48547,49715,50710
209041433,Epping - West,5590,5988,6154,6376,6430,36,36,37,37,37,291018926,317215692,334303227,354530870,366110275,47317,48002,48478,50360,51111,52061,52975,54323,55604,56938
209041434,Mernda,8574,9985,10820,11828,12490,36,36,36,37,37,478563095,565146649,634144756,719444686,777863620,51103,51442,53190,54937,55196,55816,56600,58609,60826,62279
209041435,South Morang (North),6635,6953,7174,7361,7395,39,39,39,40,40,384493562,412522522,439976356,460065112,477531273,51714,52318,54061,55083,56619,57949,59330,61329,62500,64575
209041436,South Morang (South),6534,6787,6970,7125,7203,40,40,40,40,40,350386851,376932621,397272713,416932045,432201963,48548,49519,51029,52760,54365,53625,55537,56998,58517,60003
209041437,Wollert,4483,5750,6636,7985,10039,34,34,35,35,35,234371407,305961884,369330257,455614503,580873909,49098,48687,50802,51903,51609,52280,53211,55656,57059,57862
210011226,Airport West,4298,4480,4639,4842,4909,41,41,41,41,41,252759567,272197583,294930254,315715682,332327491,52329,53575,55912,58506,60083,58809,60758,63576,65204,67698
210011227,Essendon Airport,np,18,19,18,23,np,48,46,53,51,np,724667,804752,860119,1385044,np,24967,27711,22966,39293,np,40259,42355,47784,60219
210011228,Keilor,5346,5350,5470,5366,5271,46,46,46,46,46,339366892,350594272,365174432,368956535,374621281,49561,50448,52595,54647,55777,63481,65532,66759,68758,71072
210011229,Keilor East,14126,14568,14783,15130,15210,44,44,44,44,44,827724399,878285678,929876935,979397953,1028401713,48332,49523,51798,53443,55357,58596,60289,62902,64732,67614
210011230,Niddrie - Essendon West,4191,4312,4434,4482,4589,43,43,44,43,43,278856138,290829945,309563926,322799365,346018169,54618,54804,56809,58938,61999,66537,67447,69816,72021,75402
210011231,Strathmore,5934,6132,6309,6429,6455,46,46,46,46,46,439724720,460057343,494035131,516377414,532224991,55979,56942,58830,60499,62589,74103,75026,78306,80320,82452
210021232,Gisborne,7619,7918,8095,8257,8397,45,45,45,45,45,506894887,546427676,577065066,604983367,622540864,52218,54505,55891,58611,59654,66530,69011,71287,73269,74138
210021233,Macedon,1998,2079,2125,2102,2082,49,48,49,49,49,151700458,172212798,180413314,180783256,186580934,53235,56058,58258,60690,61638,75926,82834,84900,86005,89616
210021234,Riddells Creek,2514,2567,2629,2656,2678,46,46,46,47,47,153474834,161536011,172404448,177015584,181799971,50967,52653,53730,54717,56191,61048,62928,65578,66647,67886
210021235,Romsey,5233,5457,5683,5883,6094,46,46,46,46,45,303575608,333990914,357064091,388566841,407437476,47303,48804,51057,52984,53594,58012,61204,62830,66049,66859
210031236,Coburg North,4160,4649,4831,5067,5027,39,38,38,38,38,231735799,268020676,288679953,316290905,325910231,46853,48607,51037,53697,55518,55706,57651,59756,62422,64832
210031237,Fawkner,6029,6358,6731,7001,7071,38,37,37,36,36,282689524,304132498,332555315,354570149,369081796,38676,40000,41577,42163,43312,46888,47835,49407,50646,52197
210031239,Pascoe Vale,13087,14023,14539,15325,15487,38,38,38,37,37,785696083,859992753,933028240,1020905273,1073297285,51901,53302,55524,58013,60198,60036,61327,64174,66617,69303
210031438,Glenroy,11042,11963,12653,13495,13770,36,35,35,34,34,539858525,599666289,652863298,714195466,758525804,43078,44033,45035,46600,47123,48891,50127,51598,52923,55085
210031439,Gowanbrae,1733,1797,1843,1851,1864,42,42,42,43,43,110743797,117768942,127559054,131771337,130176550,55660,56136,59224,61648,59771,63903,65536,69213,71189,69837
210031440,Hadfield,2629,2786,2971,3124,3104,40,40,39,38,38,133444502,149377288,165408050,180402265,187095707,44034,47312,49025,50497,52379,50759,53617,55674,57747,60276
210041240,Sunbury,7556,7829,8035,8242,8225,44,44,44,44,43,448271319,473442216,500682100,544844847,561126616,50417,51489,53005,56178,56488,59327,60473,62313,66106,68222
210041241,Sunbury - South,15271,15982,16703,17563,18053,42,41,41,41,40,874501753,923288184,1003620963,1095138621,1152696575,50267,50727,53013,55406,56607,57266,57771,60086,62355,63851
210051242,Broadmeadows,4885,5159,5524,6021,6165,35,34,34,33,33,194316308,205993004,228253773,253651455,268001376,35954,34939,36296,36152,36715,39778,39929,41320,42128,43471
210051243,Campbellfield - Coolaroo,5804,6009,6333,6474,6431,37,37,36,36,36,237290900,256473793,270439128,283460614,285202479,35759,35553,35707,37155,37678,40884,42682,42703,43784,44348
210051245,Gladstone Park - Westmeadows,9861,9906,10143,10202,10095,43,43,43,42,42,517989162,536495262,565964490,592330444,595992984,46951,48406,49166,51616,52112,52529,54159,55799,58060,59038
210051246,Greenvale - Bulla,9742,10544,11131,11549,12014,42,41,41,40,40,581470709,645128292,698725060,749418860,801452435,49193,50279,51654,54069,55286,59687,61184,62773,64890,66710
210051247,Meadow Heights,5462,5532,5735,5920,5899,38,37,36,36,36,221872604,228206910,242207723,254401392,260267495,36400,37000,37904,39246,40034,40621,41252,42233,42973,44121
210051248,Melbourne Airport,50,64,62,63,69,48,49,48,51,40,2712671,4004883,3748864,3952798,4374194,41216,45697,48493,50700,43082,54253,62576,60466,62743,63394
210051249,Roxburgh Park - Somerton,8968,9247,9804,10352,10456,39,39,38,38,38,415793932,435017473,471036465,511573062,521641077,40691,41104,42304,43484,42932,46364,47044,48045,49418,49889
210051250,Tullamarine,3542,3502,3616,3683,3619,40,40,39,39,40,185753856,186672770,198967142,211378766,211205702,49066,50183,51599,52864,53649,52443,53305,55024,57393,58360
210051441,Craigieburn - Central,4315,4363,4457,4492,4416,39,38,38,38,38,210494263,216185238,227173749,232623543,231784988,45672,45816,46365,47641,47887,48782,49550,50970,51786,52488
210051442,Craigieburn - North,5773,6082,6469,6687,6678,37,37,37,38,38,305964892,324247630,355801327,378434746,387811528,48251,48145,49167,51085,51494,52999,53313,55001,56593,58073
210051443,Craigieburn - South,8214,8962,9643,10195,10565,37,36,36,36,37,411101443,453933422,498954365,542810680,574774061,46163,46676,47479,48568,48754,50049,50651,51743,53243,54404
210051444,Craigieburn - West,6609,7497,8260,9333,10255,34,34,35,35,35,335099641,382377033,432187739,499406026,558180082,46902,46931,47518,49031,49024,50704,51004,52323,53510,54430
210051445,Mickleham - Yuroke,1989,3118,4542,6743,9345,36,35,34,34,34,113343692,180402120,257588102,387777617,538771261,49981,51754,51369,53025,52921,56985,57858,56712,57508,57653
211011251,Bayswater,6995,7021,7295,7461,7515,40,40,40,40,40,359553950,365910202,392634206,411512127,424815163,46115,46680,48747,50128,50974,51402,52117,53822,55155,56529
211011254,Knoxfield - Scoresby,8693,9104,9492,9898,10061,43,42,42,42,42,473603193,506372208,547045544,586623671,615012851,46091,47376,48557,50921,51441,54481,55621,57632,59267,61128
211011255,Lysterfield,4419,4480,4544,4541,4490,45,45,45,45,45,301617709,315696851,332390641,337535274,335172395,52119,52858,54743,56336,58064,68255,70468,73149,74331,74649
211011256,Rowville - Central,9484,9528,9685,9853,9831,43,43,43,43,43,538205108,546352018,572776497,596484435,611047568,47623,48443,50125,51920,53556,56749,57342,59141,60538,62155
211011257,Rowville - North,4848,5000,5054,5082,4997,44,44,44,44,45,286786672,299259401,313861011,322817353,329743920,49455,49996,52075,53111,54817,59156,59852,62102,63522,65988
211011258,Rowville - South,6783,6875,6947,7010,6934,44,45,45,45,45,409274609,425816828,437169100,452198627,455063447,50443,51125,52632,53535,54292,60338,61937,62929,64508,65628
211011259,Wantirna,8591,8487,8726,8843,8781,45,44,44,44,44,460088016,465916390,492033011,513411437,519802067,45152,45406,46633,48658,49487,53555,54898,56387,58059,59196
211011260,Wantirna South,10853,11019,11196,11320,11326,46,46,45,45,45,612634816,629346366,651495508,672304520,685005162,44702,45470,46780,48434,48547,56448,57115,58190,59391,60481
211011446,Boronia,12573,12903,13284,13440,13499,41,41,41,41,41,649929734,677219354,724271711,765298755,786249847,46977,47526,49399,51495,52664,51692,52485,54522,56942,58245
211011447,Ferntree Gully (North),7927,8122,8209,8275,8184,43,42,42,42,42,421860265,440558137,459763658,481396362,490429717,47495,48232,49642,51491,52898,53218,54243,56007,58175,59925
211011448,Ferntree Gully (South) - Upper Ferntree Gully,8671,8886,9125,9344,9384,43,43,43,42,42,469126293,489493980,519588264,553105326,570754727,47709,48124,50092,52396,53005,54103,55086,56941,59194,60822
211011449,The Basin,2556,2628,2657,2644,2657,44,43,43,43,44,145834259,152270120,155968659,161525463,167851479,50044,50594,51067,54777,54926,57056,57941,58701,61091,63173
211021261,Donvale - Park Orchards,10086,10206,10458,10473,10466,47,48,47,47,48,742842175,754955202,793612649,819191906,816543646,49793,49979,50735,52268,52567,73651,73972,75886,78219,78019
211021262,Warrandyte - Wonga Park,6755,6791,6856,6810,6802,47,48,48,48,49,546954154,572480433,584086109,638324122,618408325,52989,54155,55011,57434,58489,80970,84300,85193,93733,90916
211031263,Bayswater North,6860,7009,7120,7251,7146,42,42,42,42,41,377725946,394775315,413016984,432546004,441675582,48908,49855,51111,52676,54585,55062,56324,58008,59653,61807
211031265,Croydon Hills - Warranwood,11486,11572,11698,11754,11668,45,45,45,45,45,715516611,736530076,769323024,797312729,818333976,50354,51268,52995,55075,56783,62295,63648,65765,67833,70135
211031266,Ringwood,9790,9980,10495,10844,10936,40,40,39,40,40,525173622,545365985,600410984,648525639,672241125,45875,46758,48466,50678,51776,53644,54646,57209,59805,61470
211031267,Ringwood East,11719,12115,12335,12498,12586,43,43,43,43,43,674991996,715242368,759115376,796815171,818525163,48580,50280,51592,53897,54648,57598,59038,61542,63755,65035
211031268,Ringwood North,6051,6098,6113,6168,6107,45,46,46,46,46,383363177,395779204,408053658,423034560,429645369,50633,51044,52794,54948,55931,63355,64903,66752,68585,70353
211031450,Croydon - East,8382,8678,8833,9067,9110,41,40,40,40,40,444946233,471826046,494171004,524401726,543977668,47864,48752,50598,52390,53290,53084,54370,55946,57836,59712
211031451,Croydon - West,7516,7780,8013,8092,8298,44,44,44,43,43,421504175,450754312,472600731,502090603,525364657,46901,48598,49419,51471,51778,56081,57938,58979,62048,63312
211031452,Croydon South,2712,2715,2772,2861,2913,42,42,43,43,42,148111238,153685116,163053600,169918882,185770214,49421,49905,51460,52306,55331,54613,56606,58822,59391,63773
211041269,Forest Hill,5930,6100,6331,6407,6522,44,43,44,43,44,324136942,339066871,358874039,376550036,386606991,43345,44518,46295,47612,48184,54661,55585,56685,58772,59277
211041270,Mitcham (Vicnp),9757,10137,10311,10599,10720,42,42,42,42,42,593224438,628614244,655707679,687532322,726567923,50307,50774,52436,53085,55386,60800,62012,63593,64868,67777
211041271,Nunawading,6616,6983,7174,7287,7369,42,41,41,41,41,381054406,411133398,438772946,458862985,480863120,47781,48849,50193,50739,52902,57596,58876,61162,62970,65255
211041272,Vermont,6116,6306,6416,6497,6508,44,44,44,44,44,354903810,371442566,386994383,407569209,427525303,46635,46970,47530,50431,52489,58029,58903,60317,62732,65692
211041273,Vermont South,7251,7373,7510,7617,7577,49,48,48,48,48,415826772,439538699,441688762,464556054,465104635,41674,42437,42348,44201,44218,57348,59615,58813,60989,61384
211051274,Belgrave - Selby,5963,6171,6191,6372,6277,44,44,44,44,45,358383739,387090531,395846396,419034816,427821442,48629,50490,51296,53055,54641,60101,62727,63939,65762,68157
211051275,Chirnside Park,6082,6479,6762,7024,7087,45,44,44,43,43,343028808,374342052,412651508,442566323,454301505,47118,49304,51146,53497,53444,56401,57778,61025,63008,64104
211051276,Healesville - Yarra Glen,7588,7908,8088,8182,8136,46,46,46,46,47,394015745,411947435,439376424,473356408,475483797,42483,43147,44776,47104,47636,51926,52092,54324,57853,58442
211051277,Kilsyth,5063,5304,5389,5430,5507,42,42,41,41,41,264990275,284297739,303799583,318001702,329252409,46724,47591,49591,51353,53778,52339,53601,56374,58564,59788
211051278,Lilydale - Coldstream,11198,11457,11549,11566,11674,44,44,44,44,44,634699195,649132682,707558316,742521372,772590081,47064,47862,49666,52006,53609,56680,56658,61266,64199,66180
211051279,Monbulk - Silvan,3435,3497,3581,3592,3567,45,46,46,46,46,186524785,195952842,207316498,213512520,217989199,43595,44915,46045,48222,49044,54301,56035,57893,59441,61113
211051280,Montrose,4052,4091,4146,4102,4092,44,44,44,44,44,232937397,239882414,250908766,262363777,267473792,47831,49794,51060,53267,55274,57487,58637,60518,63960,65365
211051281,Mooroolbark,12808,13191,13446,13601,13597,42,41,41,41,41,698506090,740347525,783095575,822290059,839571634,48261,49058,50593,52876,53617,54537,56125,58240,60458,61747
211051282,Mount Dandenong - Olinda,6032,6087,6098,6085,6074,48,48,48,48,48,374985273,380525366,393229299,406680978,421287798,47550,48432,49421,51924,53335,62166,62514,64485,66833,69359
211051283,Mount Evelyn,5646,5834,5871,5976,5938,43,43,43,43,43,306361801,320998500,337388536,355993575,364102118,47502,47003,49054,51498,52241,54262,55022,57467,59571,61317
211051284,Upwey - Tecoma,5991,6163,6205,6287,6170,44,44,44,44,45,344386758,363248522,379634045,401381161,402713636,49574,51408,53054,55406,56165,57484,58940,61182,63843,65270
211051285,Wandin - Seville,4730,4856,4920,5021,5052,45,45,44,44,44,262544577,275906552,294465454,313123123,318493755,45401,47013,50071,51657,52736,55506,56818,59851,62363,63043
211051286,Yarra Valley,8777,8968,9165,9341,9335,45,45,45,45,45,419578810,442863587,472172381,495455387,505714940,41783,43275,45106,46606,46874,47804,49383,51519,53041,54174
212011287,Beaconsfield - Officer,7844,9147,10481,11922,13077,41,39,39,38,38,471379729,557231732,668889949,769755703,857040121,51117,52486,54964,56718,56887,60094,60920,63819,64566,65538
212011288,Bunyip - Garfield,5022,5195,5411,5567,5641,46,46,46,45,45,262357884,278294338,300653415,325057688,337336080,42808,44303,46667,48943,50028,52242,53570,55563,58390,59801
